text,label,language
ইলেকট্রিক মিটার ভেরিফিকেশন প্রয়োজন।,1,Bengali
স্কুল ফি পেমেন্ট বাকি।,1,Bengali
Cloud Storage পূর্ণ হয়েছে।,1,Bengali
ব্যাংক পাসবুক ভেরিফাই করুন।,1,Bengali
আপনার UPI আজই ব্লক হবে!,1,Bengali
ফ্রড হেল্প ডেস্ক: আপনার নামে প্রতারণা চেষ্টা।,1,Bengali
ಇವತ್ತಿನ ಕ್ಲಾಸ್ ಎಷ್ಟು ಗಂಟೆಗೆ ಆರಂಭವಾಗುತ್ತೆ?,0,Kannada
ನಿನ್ನೆ ನಿನ್ನ ಪ್ರೆಸೆಂಟೇಶನ್ ತುಂಬಾ ಚೆನ್ನಾಗಿತ್ತು.,0,Kannada
"ಸಂಜೆ ಮಾರ್ಕೆಟ್‌ಗೆ ಹೋಗ್ತಿದ್ದೀನಿ, ಏನಾದ್ರೂ ಬೇಕಾ?",0,Kannada
ಮನಗೆ ತಲುಪಿದ್ಮೇಲೆ ಖಂಡಿತಾ ಮೆಸೇಜ್ ಮಾಡು.,0,Kannada
ಓದೋದು ಸರಿಯಾಗಿ ನಡೆಯ್ತಿದೆಯಾ?,0,Kannada
ಭಾನುವಾರ ಮೂವಿ ನೋಡೋಕೆ ಹೋಗೋಣವೆ?,0,Kannada
ಇವತ್ತು ಹವಾಮಾನ ನಿಜಕ್ಕೂ ಸುಂದರವಾಗಿದೆ.,0,Kannada
ನಿನ್ನ ಪುಸ್ತಕ ಟೇಬಲ್ ಮೇಲೆ ಇಟ್ಟು ಬರ್ದಿದೀನಿ.,0,Kannada
"ಲ್ಯಾಪ್‌ಟಾಪ್ ಚಾರ್ಜ್ ಮಾಡಿಕೋ, ನಾಳೆ ಕೆಲಸ ಇದೆ.",0,Kannada
ಚಪ್ಪಲಿ ಖರೀದಿ ಮಾಡಲು ಹೋಗೋಣವೆ?,0,Kannada
ಡಾಕ್ಯುಮೆಂಟ್‌ಗಳನ್ನು ಪ್ರಿಂಟ್ ಮಾಡಿ ರೆಡಿ ಮಾಡಿದ್ದೀನಿ.,0,Kannada
ಊಟ ಮಾಡಿದ್ದೀಯಾ?,0,Kannada
ಹತ್ತು ನಿಮಿಷದಲ್ಲಿ ತಲುಪುತ್ತೀನಿ.,0,Kannada
ಇವತ್ತಿನ ಪರೀಕ್ಷೆ ಹೇಗಾಯ್ತು?,0,Kannada
ನೀನು ಕಳಿಸಿದ ನೋಟ್ಸ್ ತುಂಬಾ ಉಪಯುಕ್ತವಾಯ್ತು.,0,Kannada
ನಿನ್ನ ಫ್ಲೈಟ್ ಯಾವಾಗ ಲ್ಯಾಂಡ್ ಆಗುತ್ತೆ?,0,Kannada
ನಾಳೆ ಲೈಬ್ರರಿಗೇ ಹೋಗೋಣವೆ?,0,Kannada
ಮೀಟಿಂಗ್ ಲಿಂಕ್ ಕಳಿಸು.,0,Kannada
ಸಂಜೆ ಹೋಗಿ ಕೆಲಸ ಮುಗಿಸ್ತೀನಿ.,0,Kannada
ನಿನ್ನ ಫೋನ್ ಸ್ವಿಚ್ ಆಫ್ ಆಗಿತ್ತು.,0,Kannada
ಇವತ್ತು ಫ್ರೀ ಇದೀಯಾ?,0,Kannada
ಫೋಟೋ ಕಳಿಸು.,0,Kannada
ಹೊಸ ಮೊಬೈಲ್ ತೆಗೆದುಕೊಂಡೇ?,0,Kannada
ಲಂಚ್ ಬ್ರೇಕ್‌ನಲ್ಲಿ ಕಾಲ್ ಮಾಡು.,0,Kannada
ಪ್ರಾಕ್ಟಿಕಲ್ ಚೆನ್ನಾಗಿ ಆಯ್ತು.,0,Kannada
ಟ್ರೇನ್ ಎಷ್ಟು ಗಂಟೆಗೆ?,0,Kannada
ಫೈಲ್ ಹೆಸರನ್ನು ಬದಲಾಯಿಸು.,0,Kannada
ಹೊಸ ಎಪಿಸೋಡ್ ನೋಡಿದ್ದಿಯಾ?,0,Kannada
ನಾಳೆ ಸ್ವಲ್ಪ ಬೇಗ ಹೊರಡಬೇಕು.,0,Kannada
ಗ್ರೂಪ್‌ನಲ್ಲಿ ಕಳಿಸಿದ ಅಸೈನ್‌ಮೆಂಟ್ ನೋಡಿದ್ದಿಯಾ?,0,Kannada
ನೀನು ಕಳಿಸಿದ ಹಾಡು ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ.,0,Kannada
ಮೇಲ್ ಚೆಕ್ ಮಾಡ್ತೀನಿ.,0,Kannada
ನಾಳೆ ಜಿಮ್ಗೆ ಹೋಗೋಣವಾ?,0,Kannada
ಪ್ರಾಜೆಕ್ಟ್ ಡೇಟಾ ಅಪ್‌ಡೇಟ್ ಮಾಡಿದ್ದೀನಿ.,0,Kannada
ಇವತ್ತು ಸ್ವಲ್ಪ ಬೇಗ ಮನಗೆ ಹೋಗಬೇಕು.,0,Kannada
ಲ್ಯಾಬ್ ಕೋಟ್ ತರುವುದನ್ನು ಮರ್ತೆ ಬೇಡ.,0,Kannada
ಬಿರಿ ಟ್ರಾಫಿಕ್ ಇತ್ತು.,0,Kannada
ನಿನ್ನ ರೆಸ್ಯೂಮ್ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ.,0,Kannada
ಈ ಕೆಲಸ ನಾಳೆ ಮಾಡಿದ್ರೂ ಪರವಿಲ್ಲವಾ?,0,Kannada
ಹೊಸ ಶೆಡ್ಯೂಲ್ ಬಂದಿದೆನಾ?,0,Kannada
ಫ್ರೀ ಆದ್ಮೇಲೆ ಮೆಸೇಜ್ ಮಾಡು.,0,Kannada
ಆಫೀಸಲ್ಲಿ ಇದ್ದೀನಿ.,0,Kannada
ನಿನ್ನ ನೋಟ್ಸ್ ತುಂಬಾ ಸ್ಪಷ್ಟವಾಗಿವೆ.,0,Kannada
ಲಿಂಕ್‌ಗಳನ್ನು ಸೇವ್ ಮಾಡಿದ್ದೀನಿ.,0,Kannada
"ತುಂಬಾ ಕೆಲಸ ಇದೆ, ಸಂಜೆ ಮಾತಾಡೋಣ.",0,Kannada
ಮೀಟಿಂಗ್ ಸ್ವಲ್ಪ ಲೇಟ್ ಆಗುತ್ತದೆ.,0,Kannada
ಪೆನ್ ಟೇಬಲ್ ಮೇಲೆ ಇಡಿದ್ದೀನಿ.,0,Kannada
ಇಲ್ಲಿ ನೆಟ್‌ವರ್ಕ್ ತುಂಬಾ ಕಡಿಮೆ ಇದೆ.,0,Kannada
ನೀರು ಕುಡಿಯೋದು ಮರ್ತಬೇಡಿ.,0,Kannada
ಹತ್ತು ಗಂಟೆಗೆ ಭೇಟಿ ಆಗೋಣವೇ?,0,Kannada
ಡಾಕ್ಯುಮೆಂಟ್ ಚೆಕ್ ಮಾಡು.,0,Kannada
ಲ್ಯಾಪ್‌ಟಾಪ್ ಒಪ್ಪಂದದಿಂದ ಕೆಲಸ ಮಾಡ್ತಿದೆಯಾ?,0,Kannada
ಕ್ಯಾಫೆಟೇರಿಯಾಕ್ಕೆ ಬಂದಿದ್ದೀನಿ.,0,Kannada
ಲಂಚ್ ಮಾಡಿದ್ದಿಯಾ?,0,Kannada
ಫೋಲ್ಡರ್ ಅಪ್‌ಡೇಟ್ ಮಾಡಿದೆ.,0,Kannada
ಇವತ್ತು ಕಾಲೇಜಿನಲ್ಲಿ ತುಂಬಾ ಜಾಸ್ತಿ ಜನರು.,0,Kannada
ಇವತ್ತು work from home.,0,Kannada
ಹೊಸ ಅಪ್‌ಡೇಟ್ ಇನ್‌ಸ್ಟಾಲ್ ಮಾಡಿದ್ದೀಯಾ?,0,Kannada
ಇವತ್ತು ಹಾಲಿಡೇನಾ?,0,Kannada
ನಾಳೆ ಪ್ರಾಜೆಕ್ಟ್ ಮೀಟಿಂಗ್ ಇದೆ.,0,Kannada
ಇವತ್ತು ದಿನ ತುಂಬಾ ಬ್ಯುಸಿ ಆಗಿತ್ತು.,0,Kannada
ನಿನ್ನ ಹೆಲ್ತ್ ಹೇಗಿದೆ ಈಗ?,0,Kannada
ಪುಸ್ತಕ ಸಿಗ್ತಾಯಿತಾ?,0,Kannada
ಲಿಂಕ್ ಓಪನ್ ಮಾಡಿದೆ.,0,Kannada
ಲ್ಯಾಪ್‌ಟಾಪ್‌ನ್ನು ರೀಸ್ಟಾರ್ಟ್ ಮಾಡಿ ನೋಡೋ.,0,Kannada
ಪ್ರಿಂಟರ್‌ಗೆ ಪೇಪರ್ ಹಾಕು.,0,Kannada
ಸಂಜೆಯ ಭಾಗ ನಾನು ಮಾಡಿ ಕೊಡ್ತೀನಿ.,0,Kannada
ಹೋಂವರ್ಕ್ ಇತ್ತಿಚೆಗೆ ತುಂಬಾ ಹೆಚ್ಚು.,0,Kannada
ಗ್ರೂಪ್ ಡಿಸ್ಕಷನ್ ಚೆನ್ನಾಗಿ ಆಯ್ತು.,0,Kannada
ಅಟೆಂಡನ್ಸ್ ಹಾಕಿದ್ದೀನಿ.,0,Kannada
ನಾಳೆ ವೈವಾ ಮರ್ತಬೇಡಿ.,0,Kannada
ಪ್ರಾಜೆಕ್ಟ್ ನೋಡಲು ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ.,0,Kannada
ಫೈಲ್ ಅಪ್‌ಲೋಡ್ ಮಾಡ್ತಿದ್ದೀನಿ.,0,Kannada
ಲೈಬ್ರರಿ ಖಾಲಿಯಾಗಿತ್ತು.,0,Kannada
ನೋಟ್ಸ್ ಬರೆದುಕೊಂಡೆ.,0,Kannada
ನಿಮ್ಮ ಬ್ಯಾಂಕ್ ಖಾತೆ ಬ್ಲಾಕ್ ಆಗಿದೆ. ತಕ್ಷಣ ಪರಿಶೀಲಿಸಿ.,1,Kannada
"ನೀವು ₹25,000 ಗೆದ್ದಿದ್ದೀರಿ! ಈಗಲೇ ಪಡೆಯಿರಿ.",1,Kannada
ನಿಮ್ಮ UPI ಸ್ಥಗಿತವಾಗಲಿದೆ. 30 ನಿಮಿಷದಲ್ಲಿ KYC ಪೂರ್ಣಗೊಳಿಸಿ.,1,Kannada
ನಿಮ್ಮ ಖಾತೆಯಲ್ಲಿ ಅನುಮಾನಾಸ್ಪದ ಲಾಗಿನ್ ಕಂಡುಬಂದಿದೆ.,1,Kannada
PAN ಕಾರ್ಡ್ ತಪ್ಪಾಗಿದೆ. ಮತ್ತೆ ಸಕ್ರಿಯಗೊಳಿಸಿ.,1,Kannada
ಪಾರ್ಸೆಲ್ ತಡೆಹಿಡಿದಿದೆ. ಫೀ ಪಾವತಿಸಿ.,1,Kannada
Aadhaar ಅಪ್‌ಡೇಟ್ ಅಗತ್ಯ. ತಕ್ಷಣ ಮಾಡಿ.,1,Kannada
ವಿದ್ಯುತ್ ಬಿಲ್ ಬಾಕಿ ಇದೆ. ಸೇವೆ ಕಡಿತವಾಗುತ್ತದೆ.,1,Kannada
SIM ಕಾರ್ಡ್ KYC ಪೂರ್ಣವಾಗಿಲ್ಲ.,1,Kannada
இன்று கிளாஸ் எத்தனை மணிக்கு ஆரம்பம்?,0,Tamil
நீ வீட்டுக்கு பாதுகாப்பாக சென்று சேர்ந்தாயா?,0,Tamil
நாளைக்கு எக்ஸாம் ரெடியாக இருக்கியா?,0,Tamil
சாயங்காலம் கிரிக்கெட் விளையாடலாமா?,0,Tamil
"அம்மா அழைத்தாங்க, பேசிட்டு போ.",0,Tamil
இன்று மழை வரப் போல இருக்கு.,0,Tamil
உன் பிரெசென்டேஷன் ரொம்ப நல்லா இருந்தது.,0,Tamil
மதிய உணவு சாப்பிட்டாயா?,0,Tamil
நான் இப்போ பஸ் ஸ்டாண்ட்ல இருக்கேன்.,0,Tamil
நாளைக்கு சந்திப்போமா?,0,Tamil
வீடு வந்ததும் மெசேஜ் பண்ணு.,0,Tamil
உன் ஹோம்வொர்க் முடிச்சுட்டியா?,0,Tamil
இன்று ஆபீஸ்ல ரொம்ப வேலை.,0,Tamil
உன் பிறந்தநாள் பார்ட்டி எங்கே?,0,Tamil
"கால் பண்ணு, பேசணும்.",0,Tamil
சனிக்கிழமை படம் பார்க்கலாமா?,0,Tamil
"நான் மெயில் அனுப்பிட்டேன், பார்த்துக்கோ.",0,Tamil
இன்று டிராஃபிக் அதிகமா இருந்தது.,0,Tamil
உன் நோட்ஸ் ரொம்ப உதவிச்சு.,0,Tamil
நாளைக்கு லைப்ரரிக்கு போவோமா?,0,Tamil
மீட்டிங் லிங்க் அனுப்பு.,0,Tamil
நான் அசைன்மெண்ட் முடிச்சுட்டேன்.,0,Tamil
உன் போன் சுவிட்ச் ஆஃப் இருக்கு.,0,Tamil
இன்று நீ ஃப்ரீயா?,0,Tamil
அந்த போட்டோ அனுப்பு.,0,Tamil
நீ புதிய மொபைல் வாங்கினியா?,0,Tamil
லஞ்ச் பிரேக்கில் கால் பண்ணு.,0,Tamil
என் டெஸ்ட் நல்லா போச்சு.,0,Tamil
உன் ரயில் எத்தனை மணிக்கு?,0,Tamil
அந்த ஃபைல் ரீநேம் பண்ணு.,0,Tamil
புதிய எபிசோட் பார்த்தியா?,0,Tamil
நாளைக்கு சீக்கிரம் கிளம்பணும்.,0,Tamil
குரூப்பில் வந்த அசைன்மெண்ட் பார்த்தியா?,0,Tamil
நீ அனுப்பிய பாடல் ரொம்ப நல்லா இருக்கு.,0,Tamil
நான் டேட்டா அப்டேட் பண்ணிட்டேன்.,0,Tamil
இன்று வீட்டுக்கு சீக்கிரம் போவேன்.,0,Tamil
லேப் கோட் கொண்டு வர மறந்துடாதே.,0,Tamil
இங்கு நெட்வொர்க் ரொம்ப ஸ்லோ.,0,Tamil
உன் ரெஸ்யூமே நல்லா இருக்கு.,0,Tamil
இந்த டாஸ்க் நாளைக்கு செய்யலாமா?,0,Tamil
புதிய ஸ்கெஜ்யூல் வந்துச்சா?,0,Tamil
ஃப்ரீ ஆனதும் மெசேஜ் பண்ணு.,0,Tamil
நான் ஆபீஸ்ல இருக்கேன்.,0,Tamil
உன் நோட்ஸ் ரொம்ப கிளியர்.,0,Tamil
லிங்க்ஸ் எல்லாம் சேவ் பண்ணிட்டேன்.,0,Tamil
மீட்டிங் 5 நிமிஷம் லேட்.,0,Tamil
நான் உன் பேனா மேசையில் வைத்தேன்.,0,Tamil
இங்கு சிக்னல் குறைவு.,0,Tamil
தண்ணீர் குடிக்க மறந்துடாதே.,0,Tamil
10 மணிக்கு சந்திப்போமா?,0,Tamil
டாக்யுமென்ட்ஸ் படிச்சுட்டியா?,0,Tamil
உன் லேப்டாப் சரியா இருக்கு?,0,Tamil
நான் கேன்டீன்ல இருக்கேன்.,0,Tamil
லஞ்ச் முடிச்சுட்டியா?,0,Tamil
ஃபோல்டர் அப்டேட் பண்ணிட்டேன்.,0,Tamil
நேத்து காலேஜ் ரொம்ப கூட்டம்.,0,Tamil
நான் வீட்டிலிருந்து வேலை பண்ணுறேன்.,0,Tamil
அப்டேட் இன்ஸ்டால் பண்ணினியா?,0,Tamil
இன்று ஹாலிடே ஆ?,0,Tamil
நாளைக்கு பிராஜெக்ட் மீட்டிங் இருக்கு.,0,Tamil
இன்று ரொம்ப சோர்வா இருக்கு.,0,Tamil
உன் உடம்பு இப்போ எப்படி?,0,Tamil
புத்தகம் கிடைச்சுதா?,0,Tamil
லேப்டாப் ரீஸ்டார்ட் பண்ணு.,0,Tamil
பிரிண்டரில் பேப்பர் போடு.,0,Tamil
இன்று இரவு படிக்கணும்.,0,Tamil
ஹோம்வொர்க் ரொம்ப நீளமா இருக்கு.,0,Tamil
குரூப் டிஸ்கஷன் நல்லா போச்சு.,0,Tamil
நாளைக்கு வைவே இருக்கு மறந்துடாதே.,0,Tamil
உன் பிராஜெக்ட் ரொம்ப நல்லா இருக்கு.,0,Tamil
நான் ஃபைல் அப்லோடு பண்ணுறேன்.,0,Tamil
லைப்ரரி இன்று அமைதியா இருந்தது.,0,Tamil
எல்லாம் நோட் பண்ணிட்டேன்.,0,Tamil
உங்கள் வங்கி கணக்கு தற்காலிகமாக முடக்கப்பட்டுள்ளது. உடனே சரிபார்க்கவும்.,1,Tamil
"நீங்கள் ₹50,000 பரிசு வென்றுள்ளீர்கள்! உடனே பெற கிளிக் செய்யவும்.",1,Tamil
உங்கள் UPI சேவை நிறுத்தப்படும். 30 நிமிடத்தில் KYC அப்டேட் செய்யவும்.,1,Tamil
உங்கள் ATM கார்டு பிளாக் செய்யப்பட்டுள்ளது. மீண்டும் செயல்படுத்த இங்கே கிளிக் செய்யவும்.,1,Tamil
உங்கள் PAN விவரங்கள் தவறாக உள்ளன. உடனே புதுப்பிக்கவும்.,1,Tamil
"Income Tax ரிஃபண்ட் ₹12,450 தயாராக உள்ளது. உடனே கிளிக் செய்யவும்.",1,Tamil
உங்கள் WhatsApp கணக்கு நிறுத்தப்படும். உடனே சரிபார்க்கவும்.,1,Tamil
SIM கார்டு தடை செய்யப்படும். உடனே KYC செய்யவும்.,1,Tamil
உங்கள் வங்கி OTP பகிரவில்லை என்றால் கணக்கு முடக்கப்படும்.,1,Tamil
Amazon லக்கி டிராவில் தேர்வு செய்யப்பட்டுள்ளீர்கள். பரிசு பெற இங்கே கிளிக் செய்யவும்.,1,Tamil
உங்கள் மின்சாரம் 2 மணி நேரத்தில் துண்டிக்கப்படும். கட்டணம் செலுத்தவும்.,1,Tamil
Google Pay கணக்கு முடக்கப்படும். உடனே சரிபார்க்கவும்.,1,Tamil
நீங்கள் லாட்டரி வென்றுள்ளீர்கள்! விவரங்கள் தர கிளிக் செய்யவும்.,1,Tamil
உங்கள் டெபிட் கார்டு முடக்கப்பட்டுள்ளது. அப்டேட் செய்யவும்.,1,Tamil
உங்கள் ஆதார் இணைப்பு தவறாக உள்ளது. உடனே சரிசெய்யவும்.,1,Tamil
આજે ક્લાસ કેટલા વાગ્યે શરૂ થશે?,0,Gujarati
તું ઘરે સુરક્ષિત પહોંચી ગયો?,0,Gujarati
કાલે એક્ઝામ માટે તૈયાર છે?,0,Gujarati
સાંજે ક્રિકેટ રમવા જઈએ?,0,Gujarati
"મમ્મી ફોન કરી રહી હતી, વાત કરી લે.",0,Gujarati
આજે હવામાન બહુ સરસ છે.,0,Gujarati
તારો પ્રેઝન્ટેશન ખૂબ જ સારો હતો.,0,Gujarati
લંચ કરી લીધો?,0,Gujarati
હું બસ સ્ટેન્ડ પર છું.,0,Gujarati
કાલે મળીશું?,0,Gujarati
ઘરે પહોંચી જા પછી મેસેજ કરજે.,0,Gujarati
હોમવર્ક પૂરૂં કર્યું?,0,Gujarati
આજે ઓફિસમાં બહુ કામ છે.,0,Gujarati
તારો બર્થડે પ્લાન શું છે?,0,Gujarati
"મને કૉલ કરજે, વાત કરવી છે.",0,Gujarati
શનિવારે મૂવી જોવા જઈએ?,0,Gujarati
"મેં મેઇલ મોકલી છે, ચેક કરજે.",0,Gujarati
આજે ટ્રાફિક બહુ હતો.,0,Gujarati
તારા નોટ્સથી ઘણી મદદ મળી.,0,Gujarati
કાલે લાઇબ્રેરી જઈએ?,0,Gujarati
મીટિંગની લિંક મોકલી દે.,0,Gujarati
અસાઇનમેન્ટ પૂરૂં કરી દીધું.,0,Gujarati
તારો ફોન સ્વિચ ઓફ છે.,0,Gujarati
આજે ફ્રી છે?,0,Gujarati
મને એ ફોટો મોકલી દે.,0,Gujarati
નવો મોબાઇલ લીધો?,0,Gujarati
લંચ બ્રેકમાં કૉલ કરજે.,0,Gujarati
મારું ટેસ્ટ સારું ગયું.,0,Gujarati
ટ્રેન કેટલા વાગ્યે છે?,0,Gujarati
ફાઇલનું નામ બદલી દે.,0,Gujarati
નવો એપિસોડ જોયો?,0,Gujarati
કાલે વહેલા નીકળવું પડશે.,0,Gujarati
ગ્રુપમાં આવ્યું અસાઇનમેન્ટ જોયું?,0,Gujarati
તું મોકલેલું ગીત ખૂબ ગમ્યું.,0,Gujarati
ડેટા અપડેટ કરી દીધો છે.,0,Gujarati
આજે ઘરે વહેલા જઈશ.,0,Gujarati
લેબ કોટ લાવવાનું ભૂલતો નહીં.,0,Gujarati
અહીં નેટવર્ક નબળું છે.,0,Gujarati
તારો રિઝ્યૂમે સારો છે.,0,Gujarati
આ કામ કાલે કરીએ?,0,Gujarati
નવું શેડ્યૂલ આવ્યું?,0,Gujarati
ફ્રી થાય ત્યારે મેસેજ કરજે.,0,Gujarati
હું ઓફિસમાં છું.,0,Gujarati
નોટ્સ બહુ ક્લિયર છે.,0,Gujarati
લિંક્સ સેવ કરી દીધી છે.,0,Gujarati
મીટિંગ 5 મિનિટ મોડું છે.,0,Gujarati
પેન ટેબલ પર મૂકી છે.,0,Gujarati
અહીં સિગ્નલ ઓછું છે.,0,Gujarati
પાણી પીતા રહે.,0,Gujarati
10 વાગ્યે મળીશું?,0,Gujarati
ડોક્યુમેન્ટ વાંચી લે.,0,Gujarati
લૅપટોપ બરાબર છે?,0,Gujarati
હું કેન્ટીનમાં છું.,0,Gujarati
લંચ પૂરો કર્યો?,0,Gujarati
ફોલ્ડર અપડેટ કર્યું છે.,0,Gujarati
કાલે કોલેજમાં બહુ ભીડ હતી.,0,Gujarati
હું ઘરેથી કામ કરું છું.,0,Gujarati
અપડેટ ઇન્સ્ટોલ કર્યું?,0,Gujarati
આજે રજા છે?,0,Gujarati
કાલે પ્રોજેક્ટ મીટિંગ છે.,0,Gujarati
આજે બહુ થાકી ગયો છું.,0,Gujarati
તારી તબિયત હવે કેવી છે?,0,Gujarati
પુસ્તક મળી ગયું?,0,Gujarati
લૅપટોપ રીસ્ટાર્ટ કરી દે.,0,Gujarati
પ્રિન્ટરમાં પેપર નાખી દે.,0,Gujarati
આજે રાત્રે અભ્યાસ કરવો છે.,0,Gujarati
હોમવર્ક બહુ લાંબું છે.,0,Gujarati
ગ્રુપ ડિસ્કશન સારું ગયું.,0,Gujarati
"કાલે વાયવા છે, યાદ રાખજે.",0,Gujarati
તારો પ્રોજેક્ટ બહુ સારો છે.,0,Gujarati
ફાઇલ અપલોડ કરી રહ્યો છું.,0,Gujarati
લાઇબ્રેરી આજે શાંત હતી.,0,Gujarati
બધું નોંધ્યું છે.,0,Gujarati
તમારું બેંક એકાઉન્ટ તાત્કાલિક બંધ કરવામાં આવ્યું છે. તરત જ ચકાસણી કરો.,1,Gujarati
"તમે ₹50,000 નું ઇનામ જીત્યા છો! હવે ક્લિક કરીને મેળવો.",1,Gujarati
તમારું UPI 30 મિનિટમાં બ્લોક થશે. KYC પૂર્ણ કરો.,1,Gujarati
તમારું ATM કાર્ડ બ્લોક થયું છે. ફરી સક્રિય કરવા ક્લિક કરો.,1,Gujarati
તમારા PAN વિગત ખોટા છે. તરત અપડેટ કરો.,1,Gujarati
"ઇનકમ ટેક્સ રિફંડ ₹12,450 તૈયાર છે. ક્લેમ કરો.",1,Gujarati
તમારું WhatsApp એકાઉન્ટ સસ્પેન્ડ થશે. ચકાસણી કરો.,1,Gujarati
SIM કાર્ડ બંધ થશે. તરત KYC કરો.,1,Gujarati
OTP શેર ન કરવાથી એકાઉન્ટ બંધ થશે.,1,Gujarati
Amazon લકી ડ્રોમાં પસંદ થયા છો! ઇનામ મેળવો.,1,Gujarati
તમારું વીજ બિલ બાકી છે. 2 કલાકમાં સપ્લાય બંધ થશે.,1,Gujarati
Google Pay એકાઉન્ટ સસ્પેન્ડ થશે. ચકાસો.,1,Gujarati
લોટરી જીત્યા છો! વિગત આપવા ક્લિક કરો.,1,Gujarati
ડેબિટ કાર્ડ બ્લોક થયું છે. અપડેટ કરો.,1,Gujarati
આધાર સસ્પેન્ડ થયું છે. તરત સુધારો.,1,Gujarati
તમારા ખાતામાં શંકાસ્પદ ટ્રાન્ઝેક્શન છે. તરત ચકાસો.,1,Gujarati
ક્રેડિટ કાર્ડ 24 કલાકમાં બંધ થશે. વિગતો અપડેટ કરો.,1,Gujarati
સરકારી સહાય માટે પસંદ થયા છો. નોંધણી કરો.,1,Gujarati
નેટ બેન્કિંગ પાસવર્ડ સમાપ્ત થયો છે. બદલાવો.,1,Gujarati
"₹1,00,000 લોન મંજૂર! તરત મેળવો.",1,Gujarati
Facebook એકાઉન્ટ 10 મિનિટમાં બંધ થશે.,1,Gujarati
મફત રિચાર્જ મેળવવા અત્યારે ક્લિક કરો.,1,Gujarati
તમારું Paytm વૉલેટ બંધ થશે. ચકાસણી કરો.,1,Gujarati
OTP તરત દાખલ ન કરવાથી ATM બંધ થશે.,1,Gujarati
Netflix સબ્સ્ક્રિપ્શન સમાપ્ત થાય છે. રિન્યૂ કરો.,1,Gujarati
"₹75,000 કેશબેક ઓફર! હવે નોંધણી કરો.",1,Gujarati
તમારું એકાઉન્ટ 30 મિનિટમાં લૉક થશે.,1,Gujarati
ફ્રી iPhone જીતવા ક્લિક કરો.,1,Gujarati
ઇન્શ્યોરન્સ પોલિસી સમાપ્ત થઈ છે. રિન્યૂ કરો.,1,Gujarati
"₹9,999 તમારા ખાતામાંથી ડેબિટ થયા. ચકાસો.",1,Gujarati
UPI ટ્રાન્ઝેક્શન નિષ્ફળ ગયું. ફરી ચકાસો.,1,Gujarati
તમારું Instagram એકાઉન્ટ બંધ થશે.,1,Gujarati
EMI બાકી છે. તરત ચુકવણી કરો.,1,Gujarati
ફ્રી ગિફ્ટ વાઉચર મેળવવા નોંધણી કરો.,1,Gujarati
તમારું એકાઉન્ટ કાયમી બંધ થશે.,1,Gujarati
आज क्लास किती वाजता सुरू होईल?,0,Marathi
तू घरी सुरक्षित पोहोचलास का?,0,Marathi
उद्या परीक्षेसाठी तयारी झाली का?,0,Marathi
संध्याकाळी क्रिकेट खेळायला जाऊया का?,0,Marathi
"आई फोन करत होती, बोलून घे.",0,Marathi
आज हवामान खूप छान आहे.,0,Marathi
तुझं प्रेझेंटेशन खूप छान होतं.,0,Marathi
जेवण केलंस का?,0,Marathi
मी बसस्टॉपवर आहे.,0,Marathi
उद्या भेटूया का?,0,Marathi
घरी पोहोचलास की मेसेज कर.,0,Marathi
होमवर्क पूर्ण केलास का?,0,Marathi
आज ऑफिसमध्ये खूप काम आहे.,0,Marathi
तुझा वाढदिवसाचा प्लॅन काय आहे?,0,Marathi
"मला कॉल कर, बोलायचं आहे.",0,Marathi
शनिवारी चित्रपट पाहायला जाऊया का?,0,Marathi
"मी मेल पाठवली आहे, तपासून पाह.",0,Marathi
आज ट्रॅफिक खूप होता.,0,Marathi
तुझे नोट्स खूप उपयोगी पडले.,0,Marathi
उद्या लायब्ररीला जाऊया का?,0,Marathi
मीटिंगची लिंक पाठव.,0,Marathi
असाइनमेंट पूर्ण केलं.,0,Marathi
तुझा फोन स्विच ऑफ आहे.,0,Marathi
आज तू फ्री आहेस का?,0,Marathi
तो फोटो मला पाठव.,0,Marathi
नवीन मोबाईल घेतलास का?,0,Marathi
लंच ब्रेकमध्ये कॉल कर.,0,Marathi
माझी टेस्ट छान झाली.,0,Marathi
तुझी ट्रेन किती वाजता आहे?,0,Marathi
फाईलचं नाव बदलून टाक.,0,Marathi
नवीन एपिसोड पाहिलास का?,0,Marathi
उद्या लवकर निघावं लागेल.,0,Marathi
ग्रुपमधलं असाइनमेंट पाहिलंस का?,0,Marathi
तू पाठवलेलं गाणं खूप आवडलं.,0,Marathi
डेटा अपडेट केला आहे.,0,Marathi
आज घरी लवकर जाईन.,0,Marathi
लॅब कोट आणायला विसरू नकोस.,0,Marathi
इथे नेटवर्क कमी आहे.,0,Marathi
तुझा रिज्युमे चांगला आहे.,0,Marathi
हे काम उद्या करूया का?,0,Marathi
नवीन शेड्यूल आलं का?,0,Marathi
फ्री झाल्यावर मेसेज कर.,0,Marathi
मी ऑफिसमध्ये आहे.,0,Marathi
नोट्स खूप स्पष्ट आहेत.,0,Marathi
लिंक्स सेव केल्या आहेत.,0,Marathi
मीटिंग 5 मिनिटे उशिरा आहे.,0,Marathi
पेन टेबलवर ठेवली आहे.,0,Marathi
इथे सिग्नल कमी आहे.,0,Marathi
